chromosome,start,end,type,strand,expression,optimality,halflife,length
chrIV,87512,87982,mRNA,+,4867,0.23875999999999994,104.12021359594972,470
chrIV,90176,92464,mRNA,+,1793,0.2032717307692307,8.753712991417363,2288
chrIV,94605,95786,mRNA,+,1507,0.17482579470198653,12.865058469302422,1181
chrIV,98475,99224,mRNA,+,1306,0.18535971698113216,8.226596395643604,749
chrIV,100501,101067,mRNA,-,608,0.18153832570905715,22.379614417208398,566
chrIV,103649,104551,mRNA,-,1484,0.19251348441926355,1.6196649469261466,902
chrIV,106741,107070,mRNA,+,191,0.2007801047120418,12.382094625931295,329
chrIV,114672,115799,mRNA,+,2123,0.24613008130081304,0.9363454243706251,1127
chrIV,117664,118517,mRNA,+,18418,0.2185491071428575,323.285631096264,853
chrIV,122078,123589,mRNA,+,2733,0.21869262295081948,3.121270409628636,1511
chrIV,125509,125838,mRNA,-,137,0.19575685598377296,1.4145735813651235,329
chrIV,126608,126835,mRNA,-,2978,0.18540162303664934,35.819547698048204,227
chrIV,130871,131833,mRNA,-,469,0.2113196918767508,13.188221808560382,962
chrIV,135179,135436,mRNA,+,1722,0.1884884588441329,31.9557159852069,257
chrIV,138291,139205,mRNA,+,1368,0.2499579831932775,8.170915253354654,914
chrIV,142097,144223,mRNA,+,1949,0.19014624505928834,86.3043969750796,2126
chrIV,145826,147589,mRNA,-,4801,0.19469174157303368,128.56523096006174,1763
chrIV,148607,149086,mRNA,-,1215,0.21343237250554328,4.632578358295099,479
chrIV,156318,157904,mRNA,+,1466,0.1932574257425744,52.97239405651898,1586
chrIV,159604,160764,mRNA,+,2366,0.18952269911504407,12.040458129861602,1160
chrIV,163449,164042,mRNA,-,1257,0.21008874485596696,1.0749340142517134,593
chrIV,164987,167254,mRNA,-,3012,0.20798130841121493,89.03047420014244,2267
chrIV,167359,167715,mRNA,-,110,0.21815099009901,0.3224911525968759,356
chrIV,169366,169608,mRNA,-,411,0.2476129032258065,0.8881318354211132,242
chrIV,172182,172313,mRNA,+,81,0.1998465441176471,1.7875668148104724,131
chrIV,173056,173232,mRNA,-,196,0.19159895833333326,6.9915407867481925,176
chrIV,174232,174588,mRNA,-,1587,0.21447972972972973,29.327413312509556,356
chrIV,176773,178056,mRNA,+,2778,0.2260005869074493,22.93688805150035,1283
chrIV,181186,183018,mRNA,-,2832,0.2275217322834643,4.874685585066576,1832
chrIV,183318,183899,mRNA,-,1107,0.18903450853714807,11.389828537855806,581
chrIV,184925,187918,mRNA,+,1750,0.19637719101123569,1.2747062800536284,2993
chrIV,190924,192261,mRNA,+,8527,0.2313257746478873,100.07356857166172,1337
chrIV,198662,199732,mRNA,-,2006,0.1989305702917773,29.820102981394225,1070
chrIV,201719,202570,mRNA,-,914,0.20608091280653945,18.057554304674614,851
chrIV,205360,210561,mRNA,-,28044,0.2097722881355932,61.31651639449714,5201
chrIV,213351,215642,mRNA,+,2677,0.2021498472385432,45.35698062241078,2291
chrIV,217600,218367,mRNA,+,8928,0.1946727638190956,30.80041694957219,767
chrIV,219662,220771,mRNA,-,3624,0.19523074550128533,46.596995786084406,1109
chrIV,222427,223740,mRNA,+,1853,0.21049309523809515,27.586563434679796,1313
chrIV,227393,228715,mRNA,+,3297,0.18525409836065546,20.497165765628225,1322
chrIV,229906,230527,mRNA,+,18737,0.16064814814814815,77.83439350182417,621
chrIV,232652,233887,mRNA,+,4742,0.24198876404494365,82.26859902916213,1235
chrIV,239019,239606,mRNA,-,5091,0.1898344827586205,57.10573420997697,587
chrIV,241418,241840,mRNA,+,628,0.2232823529411765,1.5869186610157175,422
chrIV,245133,245582,mRNA,-,1792,0.2062950819672129,11.084476293867684,449
chrIV,246689,247612,mRNA,-,687,0.1989186272040304,27.519404097765108,923
chrIV,248581,251238,mRNA,+,4299,0.19570431372548996,51.26932508709542,2657
chrIV,253995,255126,mRNA,-,1783,0.22114644351464424,27.38756330719447,1131
chrIV,256633,258555,mRNA,-,2887,0.21169494943486056,45.01805142177572,1922
chrIV,264512,264964,mRNA,-,1467,0.2320366492146595,35.25133561941567,452
chrIV,267698,268699,mRNA,+,1121,0.2009078749999999,33.63429021830824,1001
chrIV,270222,271901,mRNA,-,1712,0.2166763520408163,20.65282760280412,1679
chrIV,276872,280165,mRNA,+,2747,0.2008060919540229,11.36285643542504,3293
chrIV,282112,283176,mRNA,-,9303,0.2049159102902373,143.69276374581523,1064
chrIV,284581,285165,mRNA,-,553,0.1936942792792792,0.9819688874021413,584
chrIV,286998,287324,mRNA,-,1857,0.24495588235294125,23.696932508901625,326
chrIV,289572,290081,mRNA,-,552,0.2000197832817336,13.952300986134905,509
chrIV,292781,293221,mRNA,+,2667,0.19076886021505368,17.547770725857017,440
chrIV,295034,296329,mRNA,-,1371,0.191435337995338,4.376156397368451,1295
chrIV,298417,300003,mRNA,-,3292,0.20324719101123606,51.45104848984167,1586
chrIV,301413,302234,mRNA,+,2952,0.19244444444444445,17.381086242491573,821
chrIV,302464,302670,mRNA,-,1294,0.22052491694352136,13.329654181827744,206
chrIV,305237,306577,mRNA,+,18607,0.19582746031746034,28.972544630351685,1340
chrIV,308424,309388,mRNA,+,17871,0.20356875925925946,237.37750207244238,964
chrIV,315357,316388,mRNA,-,5584,0.22458671772428887,130.50638159597662,1031
chrIV,326613,329567,mRNA,+,3748,0.3363333333333333,59.71588420445299,2954
chrIV,330666,331040,mRNA,-,412,0.1938536214689268,13.623675303498663,374
chrIV,337487,338070,mRNA,+,1802,0.2173896103896104,12.370025068549403,583
chrIV,339857,340282,mRNA,+,783,0.2003252595155708,3.175553817879968,425
chrIV,341619,343985,mRNA,+,5215,0.1890580046403712,178.16795260672143,2366
chrIV,345665,351037,mRNA,+,10333,0.1922047956730768,181.23339404481197,5372
chrIV,352877,355378,mRNA,+,3433,0.2246182902584494,54.507346930813725,2501
chrIV,359825,361285,mRNA,-,1011,0.2213946274509805,40.55800506229426,1460
chrIV,362672,363583,mRNA,-,3024,0.19961649572649576,31.321414595457625,911
chrIV,364446,364817,mRNA,-,1725,0.22011857142857144,24.21623779938335,371
chrIV,366739,368211,mRNA,-,1998,0.2349141487279845,15.014515785218537,1472
chrIV,371240,371761,mRNA,+,3401,0.2403056707317073,0.17727819178688264,521
chrIV,372688,373608,mRNA,-,923,0.22032632958801487,7.98868500200156,920
chrIV,375680,376480,mRNA,-,1000,0.17946879032258073,6.254823520225079,800
chrIV,378102,378455,mRNA,+,240,0.22151855311355328,0.6640625923910326,353
chrIV,381985,384081,mRNA,-,798,0.21355450236966772,22.35908424915309,2096
chrIV,387513,388901,mRNA,-,1454,0.1925822530612238,48.48542951590605,1388
chrIV,391783,392127,mRNA,+,385,0.20836744186046507,6.921488860544766,344
chrIV,393690,394001,mRNA,+,250,0.17814568337129835,8.03448004596983,311
chrIV,397537,399129,mRNA,+,1289,0.2069983257918553,20.008905065378357,1592
chrIV,400997,403291,mRNA,-,2791,0.1962491060786649,2.26026647135852,2294
chrIV,404749,405060,mRNA,+,443,0.2193631699346404,1.331213559096864,311
chrIV,405410,405514,mRNA,+,220,0.2065457943925233,1.806160340973765,104
chrIV,409808,410056,mRNA,-,70,0.18797737556561075,6.253688126071062,248
chrIV,415113,416708,mRNA,-,4139,0.20732047872340456,9.27660392216941,1595
chrIV,422833,423510,mRNA,-,1345,0.20051612903225807,13.197143815095494,677
chrIV,425570,425872,mRNA,-,454,0.19857490099009886,3.0839313512030597,302
chrIV,427364,428347,mRNA,+,7780,0.19189155019059725,1.2992211973602323,983
chrIV,431108,431517,mRNA,-,745,0.21450141242937865,6.566077522099227,409
chrIV,432330,433025,mRNA,+,1283,0.24084102564102536,19.84083920096393,695
chrIV,433497,433994,mRNA,+,911,0.19637847673397668,30.768048040844306,497
chrIV,438047,439360,mRNA,+,6448,0.21153251999999992,111.64907767667735,1313
chrIV,441014,442309,mRNA,-,1852,0.18370070376432093,56.594312003090494,1295
chrIV,447984,449276,mRNA,+,1328,0.1929053254437869,33.50148893915874,1292
chrIV,453045,453650,mRNA,+,12143,0.2088534664246824,118.9287473158773,605
chrIV,454782,454904,mRNA,+,248,0.21208695652173856,9.102897317113657,122
chrIV,461842,462516,mRNA,+,1955,0.2354571972318336,30.68234400344999,674
chrIV,465051,465383,mRNA,-,90,0.19394402298850585,4.976086863419068,332
chrIV,471853,472941,mRNA,+,6011,0.23009698717948696,75.25582300974722,1088
chrIV,474046,475989,mRNA,+,1241,0.2057642982456141,49.2486469322609,1943
chrIV,477960,478199,mRNA,-,101,0.2146898148148147,3.6189776858631757,239
chrIV,479115,482267,mRNA,-,5475,0.19977903868698746,0.9922005029382746,3152
chrIV,484163,485365,mRNA,-,10373,0.1908251297405188,13.732218450857168,1202
chrIV,486804,488003,mRNA,+,1052,0.19481,27.519824845497062,1199
chrIV,489508,490896,mRNA,+,19808,0.218862785862786,98.20817172368662,1388
chrIV,492556,494268,mRNA,-,2714,0.19469011080332385,94.63467248580552,1712
chrIV,497835,500879,mRNA,-,10314,0.19939767371601225,41.142319277946626,3044
chrIV,501753,503273,mRNA,-,1027,0.2077115037593983,17.166217942649684,1520
chrIV,504099,504695,mRNA,-,4760,0.19017153284671529,33.637735808938885,596
chrIV,521314,521469,mRNA,+,67,0.2288185567010312,3.8131199148754717,155
chrIV,523211,524713,mRNA,-,1797,0.1914939344262296,22.250259208120713,1502
chrIV,527422,530697,mRNA,-,288,0.17216066225165566,68.09085393254848,3275
chrIV,535192,538467,mRNA,-,308,0.19093142857142856,71.72771130678052,3275
chrIV,540601,541203,mRNA,-,178,0.18777802631578955,6.486392141837654,602
chrIV,546642,547628,mRNA,+,1576,0.19454545454545452,8.048579822807412,986
chrIV,548762,550576,mRNA,-,7401,0.19112388888888887,24.06018881900721,1814
chrIV,553084,553398,mRNA,-,354,0.20728191489361705,0.6637270418604699,314
chrIV,557056,558060,mRNA,-,2376,0.1967096258503403,31.99730368394308,1004
chrIV,563527,564861,mRNA,+,4899,0.18951741477272746,142.55841802014734,1334
chrIV,565927,567555,mRNA,+,1787,0.1904023350253807,46.628933431265196,1628
chrIV,569234,569770,mRNA,-,580,0.2340409604519774,13.620126270420103,536
chrIV,574164,575783,mRNA,+,2103,0.18436282499999992,16.60786862832189,1619
chrIV,578663,579112,mRNA,+,1820,0.1831530378486054,25.2073384472742,449
chrIV,580687,581784,mRNA,+,1353,0.1838942307692308,5.7044573321850685,1097
chrIV,582791,583465,mRNA,-,845,0.1913425660377357,24.085100005794857,674
chrIV,584939,587719,mRNA,-,2311,0.2382640449438201,70.2854466475589,2780
chrIV,588827,589402,mRNA,-,3866,0.1854252747252746,4.202563908907219,575
chrIV,593893,596583,mRNA,+,14246,0.1891796315789472,314.202987438009,2690
chrIV,598468,599688,mRNA,+,1027,0.19392207823960872,12.87194405453096,1220
chrIV,602198,602869,mRNA,-,719,0.193429290187891,7.468033302788493,671
chrIV,604008,606986,mRNA,+,2777,0.1999543902439024,69.40297797607938,2978
chrIV,610441,611925,mRNA,+,1491,0.19558928571428555,31.19929414950428,1484
chrIV,613405,614004,mRNA,-,797,0.2026807428571428,9.008121676235836,599
chrIV,616928,617170,mRNA,-,3621,0.2065344166666667,49.623903622110525,242
chrIV,618497,619645,mRNA,-,1050,0.207958935185185,46.122143204474916,1148
chrIV,625066,625998,mRNA,-,950,0.20099708074534176,6.245756517958845,932
chrIV,629876,630605,mRNA,+,2010,0.17245341614906826,5.846595126365177,729
chrIV,635840,636175,mRNA,+,938,0.2080436075949364,1.2289633277578478,335
chrIV,637139,639823,mRNA,+,3022,0.2044909909909909,80.51505234865473,2684
chrIV,644178,644930,mRNA,-,3432,0.20137715662650574,59.56473288008229,752
chrIV,655013,655444,mRNA,+,1731,0.20960617059891065,14.09077168441869,431
chrIV,657648,657980,mRNA,-,130,0.17089108910891088,0.73679329885492,332
chrIV,661173,664910,mRNA,-,2635,0.2117862600000001,74.83481174950526,3737
chrIV,667004,667858,mRNA,+,318,0.23199014778325106,1.1465759551952637,854
chrIV,671269,673365,mRNA,+,1975,0.21066012765957445,19.56556471037465,2096
chrIV,676102,677802,mRNA,+,1943,0.2017432943925233,23.608266606775924,1700
chrIV,679544,679852,mRNA,+,382,0.2196499999999999,15.646465171538058,308
chrIV,681924,682226,mRNA,-,272,0.1865255339805825,7.184749744075159,302
chrIV,682724,683581,mRNA,-,1307,0.215906976744186,12.692380780030728,857
chrIV,687768,687884,mRNA,+,167,0.19536956521739127,1.5372059598760093,116
chrIV,691014,691214,mRNA,+,371,0.18505491228070173,7.198581037479537,200
chrIV,693585,694175,mRNA,+,1289,0.205302694300518,9.285707991303306,590
chrIV,698554,699468,mRNA,-,840,0.21016774193548388,5.2817197011533885,914
chrIV,709549,712995,mRNA,+,4538,0.19805728971962616,51.42647352739652,3446
chrIV,715747,716622,mRNA,-,1350,0.1872154515050167,20.249334829363534,875
chrIV,723004,727551,mRNA,-,14311,0.1919674782608696,233.006364763477,4547
chrIV,728259,730250,mRNA,+,2956,0.1887010649819497,4.878125878076851,1991
chrIV,733618,733924,mRNA,-,1921,0.1888618796992481,8.006003373651541,306
chrIV,734901,739997,mRNA,-,10091,0.20140889830508504,135.60583751607456,5096
chrIV,742042,743874,mRNA,-,2707,0.1848111380145277,40.36370113140913,1832
chrIV,746738,748357,mRNA,+,3014,0.16964545454545454,22.93685132241517,1619
chrIV,751631,753235,mRNA,+,1900,0.21270782222222195,16.525767609184296,1604
chrIV,755555,756262,mRNA,-,1828,0.18237559090909108,27.385134598267783,707
chrIV,764178,765155,mRNA,-,1982,0.2211279598662204,15.201959403037165,977
chrIV,766736,767971,mRNA,-,2703,0.18570877192982468,51.48905776992268,1235
chrIV,768512,769000,mRNA,-,26296,0.20635402343750006,43.577913086126976,488
chrIV,769931,770332,mRNA,+,343,0.20591978762696225,11.495023999131917,401
chrIV,771877,775782,mRNA,+,5182,0.205878676470588,55.24427676725795,3905
chrIV,779043,780206,mRNA,+,2037,0.2012933333333332,7.047269246759418,1163
chrIV,781423,781950,mRNA,+,736,0.20020971121558093,5.402364678859831,527
chrIV,784871,786205,mRNA,+,2543,0.2378590425531916,87.44607458440075,1334
chrIV,789449,790069,mRNA,+,1390,0.19052257234726674,39.41853476179013,620
chrIV,792348,793889,mRNA,-,1963,0.1863087883211681,44.355901439095376,1541
chrIV,806621,807748,mRNA,+,4660,0.19424013186813205,33.39462090893481,1127
chrIV,810565,811632,mRNA,-,1018,0.1958620822942644,12.746402438519336,1067
chrIV,814452,816560,mRNA,+,3196,0.20815544733861804,59.1990995427082,2108
chrIV,817950,818495,mRNA,+,1394,0.2534101382488476,9.740570737863495,545
chrIV,819433,820824,mRNA,+,1020,0.19349260284810088,39.55732932357536,1391
chrIV,825910,827355,mRNA,-,1515,0.1894714397719172,21.031104861875356,1445
chrIV,829151,829354,mRNA,+,84,0.19554251111111107,3.757282072512195,203
chrIV,830397,830654,mRNA,-,174,0.20414960629921247,3.4412841853565865,257
chrIV,831934,832473,mRNA,-,540,0.2341002166666668,0.04443834415034953,539
chrIV,836228,836746,mRNA,-,2685,0.2550866141732281,52.25375564244101,518
chrIV,838392,840392,mRNA,+,3775,0.20591047619047634,31.17823530486705,2000
chrIV,842337,843449,mRNA,+,608,0.21322963494132988,6.359384543504511,1112
chrIV,844554,844952,mRNA,+,243,0.1876758620689654,7.6889818577315205,398
chrIV,848071,848223,mRNA,+,29,0.20118424590163936,2.126433843807535,152
chrIV,850274,850999,mRNA,-,1735,0.2029976000000002,21.52766993630332,725
chrIV,852533,853972,mRNA,-,1175,0.1961979263565893,9.391212570203535,1439
chrIV,854279,856093,mRNA,-,2263,0.18794913461538484,3.1712295463926523,1814
chrIV,856898,857953,mRNA,-,1601,0.2167009285714284,26.338238769822365,1055
chrIV,858137,859144,mRNA,+,2476,0.24550335570469786,4.800184505094004,1007
chrIV,862054,864708,mRNA,+,5293,0.21100617283950607,118.68619800729162,2654
chrIV,871074,871301,mRNA,+,1632,0.2017587441860464,12.317379279026103,227
chrIV,887232,888911,mRNA,+,9713,0.19616874999999995,140.85687233221665,1679
chrIV,892875,893927,mRNA,+,6340,0.21983195020746885,127.16525309075236,1052
chrIV,895035,899006,mRNA,+,9896,0.18988908145580605,253.9540224691065,3971
chrIV,903781,905052,mRNA,-,302,0.18893404580152648,6.76439485459464,1271
chrIV,907000,907293,mRNA,-,166,0.2027625914634144,7.565663282409424,293
chrIV,910054,911301,mRNA,+,3400,0.23646666666666666,34.44235522077539,1247
chrIV,916486,917154,mRNA,+,12545,0.18710456204379536,50.07055965722701,668
chrIV,921926,923806,mRNA,-,2362,0.19546441542288573,68.72076063878922,1880
chrIV,926223,926570,mRNA,+,812,0.19570393749999965,3.6174711881435537,347
chrIV,927452,929098,mRNA,+,6700,0.1851559633027522,154.59539090911426,1646
chrIV,931129,933210,mRNA,+,4550,0.2126130195381884,26.11840000395833,2081
chrIV,935236,935892,mRNA,-,1071,0.18184379629629632,5.010430286031909,656
chrIV,937895,940816,mRNA,-,14649,0.22772378151260506,55.7386581444963,2921
chrIV,943674,945152,mRNA,-,1248,0.20999180327868847,31.021643541878934,1478
chrIV,946807,948456,mRNA,+,1776,0.2223041237113399,5.9999224498230355,1649
chrIV,950563,952401,mRNA,+,3382,0.19397624048706247,27.318347066993265,1838
chrIV,954288,954947,mRNA,+,856,0.1998812655971478,22.605951135897428,659
chrIV,956013,957398,mRNA,+,1347,0.2463061224489796,6.4214727638866105,1385
chrIV,958681,959802,mRNA,-,1015,0.18333603238866392,31.179114016314802,1121
chrIV,960614,963106,mRNA,+,5414,0.19031443991853347,42.857663984678695,2492
chrIV,963990,964565,mRNA,-,687,0.18694167247386725,13.161053742652996,575
chrIV,966557,967822,mRNA,-,1578,0.24189411764705904,21.7590793775147,1265
chrIV,969990,971474,mRNA,-,3609,0.1978570886075948,6.37185054962492,1484
chrIV,977521,979209,mRNA,-,3205,0.1992671794871793,29.37994443971302,1688
chrIV,994242,995534,mRNA,-,1065,0.20238307439824915,15.70639183425441,1292
chrIV,998864,999877,mRNA,+,917,0.22229272277227707,0.1295438761422112,1013
chrIV,1002510,1003502,mRNA,-,1466,0.1783180067567565,69.68776349941494,992
chrIV,1005665,1005988,mRNA,-,196,0.20173396039603966,12.905911424659289,323
chrIV,1008395,1008766,mRNA,-,254,0.21328571428571427,4.430820297979169,371
chrIV,1010176,1011273,mRNA,+,917,0.21127815789473672,24.658233712956438,1097
chrIV,1012252,1012959,mRNA,+,2063,0.1945544374999996,20.182628581436973,707
chrIV,1014401,1015702,mRNA,-,1191,0.1913988118811883,4.512228850887961,1301
chrIV,1020747,1021664,mRNA,+,1929,0.2066715702479338,8.183962055694694,917
chrIV,1030550,1031419,mRNA,-,2268,0.20732183908045984,18.854311846378206,869
chrIV,1035995,1036873,mRNA,+,971,0.24709615384615385,14.362006938183999,878
chrIV,1038280,1039509,mRNA,-,1654,0.21686900369003695,57.995425733142106,1229
chrIV,1039728,1042961,mRNA,+,4056,0.22082602545968885,130.8677381243579,3233
chrIV,1045640,1049392,mRNA,-,17057,0.2385585585585586,257.1157856416322,3752
chrIV,1052623,1054647,mRNA,-,2036,0.2330738161559887,25.104487535995837,2024
chrIV,1056551,1057600,mRNA,+,3913,0.21005957446808493,31.58056542423838,1049
chrIV,1059627,1061231,mRNA,+,3117,0.2094028804347825,85.4192319327812,1604
chrIV,1063352,1067425,mRNA,+,5682,0.19379395004625327,113.3333980896749,4073
chrIV,1068729,1071386,mRNA,-,4424,0.1931576576576573,26.144608904808713,2657
chrIV,1072746,1073488,mRNA,-,856,0.19447732209737809,30.20729269911969,742
chrIV,1075865,1077853,mRNA,+,1852,0.1980714285714284,2.9035104559362708,1988
chrIV,1079048,1080199,mRNA,-,2580,0.2169101412066752,20.77517033448394,1151
chrIV,1085065,1086993,mRNA,+,2570,0.16964285714285718,10.627500937577373,1928
chrIV,1089219,1090079,mRNA,-,1159,0.2461111111111111,16.81424675414619,860
chrIV,1092741,1093586,mRNA,-,593,0.17273476702508947,12.57907994355777,845
chrIV,1102184,1103428,mRNA,+,622,0.19506697879858634,34.04456035445931,1244
chrIV,1105003,1105827,mRNA,-,1214,0.20294842406876773,6.233376567401493,824
chrIV,1110589,1111692,mRNA,+,1405,0.19069021505376346,46.50663162950581,1103
chrIV,1112480,1114027,mRNA,-,1182,0.20261500000000002,3.237587745111817,1547
chrIV,1117126,1120233,mRNA,+,3776,0.20870318885448894,105.39966561691153,3107
chrIV,1125302,1125628,mRNA,+,2031,0.1879174500768052,17.704046924353783,326
chrIV,1129588,1130823,mRNA,+,2416,0.18932527777777786,9.439778605165142,1235
chrIV,1133260,1135431,mRNA,-,4246,0.2031115000000004,21.676401076746252,2171
